Table Name,Function Name,Time,R/W,data1,data2,data3,data4,data5
accountStats,FetchClassicSessionCount,1566.948,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,1596.921,R,lastActivity,,,,
accounts,FetchBattleCount,1596.931,R,banned,,,,
accountStats,FetchBattleCount,1596.931,R,battleCount,,,,
accounts,FetchClassicSessionCount,1596.941,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,1596.942,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,1626.926,R,lastActivity,,,,
accounts,FetchBattleCount,1626.936,R,banned,,,,
accountStats,FetchBattleCount,1626.936,R,battleCount,,,,
accounts,FetchClassicSessionCount,1626.947,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,1626.947,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,1656.922,R,lastActivity,,,,
accounts,FetchBattleCount,1656.932,R,banned,,,,
accountStats,FetchBattleCount,1656.932,R,battleCount,,,,
accounts,FetchClassicSessionCount,1656.943,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,1656.943,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,1686.922,R,lastActivity,,,,
accounts,FetchBattleCount,1686.932,R,banned,,,,
accountStats,FetchBattleCount,1686.932,R,battleCount,,,,
accounts,FetchClassicSessionCount,1686.943,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,1686.943,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,1716.921,R,lastActivity,,,,
accounts,FetchBattleCount,1716.931,R,banned,,,,
accountStats,FetchBattleCount,1716.931,R,battleCount,,,,
accounts,FetchClassicSessionCount,1716.942,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,1716.942,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,1746.920,R,lastActivity,,,,
accounts,FetchBattleCount,1746.930,R,banned,,,,
accountStats,FetchBattleCount,1746.931,R,battleCount,,,,
accounts,FetchClassicSessionCount,1746.940,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,1746.940,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,1776.927,R,lastActivity,,,,
accounts,FetchBattleCount,1776.937,R,banned,,,,
accountStats,FetchBattleCount,1776.937,R,battleCount,,,,
accounts,FetchClassicSessionCount,1776.947,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,1776.947,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,1806.926,R,lastActivity,,,,
accounts,FetchBattleCount,1806.936,R,banned,,,,
accountStats,FetchBattleCount,1806.936,R,battleCount,,,,
accounts,FetchClassicSessionCount,1806.946,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,1806.947,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,1836.923,R,lastActivity,,,,
accounts,FetchBattleCount,1836.933,R,banned,,,,
accountStats,FetchBattleCount,1836.933,R,battleCount,,,,
accounts,FetchClassicSessionCount,1836.944,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,1836.944,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,1866.926,R,lastActivity,,,,
accounts,FetchBattleCount,1866.936,R,banned,,,,
accountStats,FetchBattleCount,1866.936,R,battleCount,,,,
accounts,FetchClassicSessionCount,1866.946,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,1866.946,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,1896.926,R,lastActivity,,,,
accounts,FetchBattleCount,1896.936,R,banned,,,,
accountStats,FetchBattleCount,1896.936,R,battleCount,,,,
accounts,FetchClassicSessionCount,1896.946,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,1896.947,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,1926.922,R,lastActivity,,,,
accounts,FetchBattleCount,1926.933,R,banned,,,,
accountStats,FetchBattleCount,1926.933,R,battleCount,,,,
accounts,FetchClassicSessionCount,1926.943,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,1926.943,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,1956.920,R,lastActivity,,,,
accounts,FetchBattleCount,1956.931,R,banned,,,,
accountStats,FetchBattleCount,1956.931,R,battleCount,,,,
accounts,FetchClassicSessionCount,1956.942,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,1956.942,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,1986.926,R,lastActivity,,,,
accounts,FetchBattleCount,1986.937,R,banned,,,,
accountStats,FetchBattleCount,1986.937,R,battleCount,,,,
accounts,FetchClassicSessionCount,1986.947,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,1986.947,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2016.926,R,lastActivity,,,,
accounts,FetchBattleCount,2016.936,R,banned,,,,
accountStats,FetchBattleCount,2016.936,R,battleCount,,,,
accounts,FetchClassicSessionCount,2016.946,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2016.947,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2046.926,R,lastActivity,,,,
accounts,FetchBattleCount,2046.936,R,banned,,,,
accountStats,FetchBattleCount,2046.936,R,battleCount,,,,
accounts,FetchClassicSessionCount,2046.947,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2046.947,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2076.926,R,lastActivity,,,,
accounts,FetchBattleCount,2076.937,R,banned,,,,
accountStats,FetchBattleCount,2076.937,R,battleCount,,,,
accounts,FetchClassicSessionCount,2076.947,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2076.948,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2106.926,R,lastActivity,,,,
accounts,FetchBattleCount,2106.936,R,banned,,,,
accountStats,FetchBattleCount,2106.937,R,battleCount,,,,
accounts,FetchClassicSessionCount,2106.947,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2106.947,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2136.928,R,lastActivity,,,,
accounts,FetchBattleCount,2136.938,R,banned,,,,
accountStats,FetchBattleCount,2136.938,R,battleCount,,,,
accounts,FetchClassicSessionCount,2136.948,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2136.948,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2166.926,R,lastActivity,,,,
accounts,FetchBattleCount,2166.936,R,banned,,,,
accountStats,FetchBattleCount,2166.937,R,battleCount,,,,
accounts,FetchClassicSessionCount,2166.947,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2166.947,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2196.927,R,lastActivity,,,,
accounts,FetchBattleCount,2196.937,R,banned,,,,
accountStats,FetchBattleCount,2196.938,R,battleCount,,,,
accounts,FetchClassicSessionCount,2196.948,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2196.948,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2226.926,R,lastActivity,,,,
accounts,FetchBattleCount,2226.936,R,banned,,,,
accountStats,FetchBattleCount,2226.937,R,battleCount,,,,
accounts,FetchClassicSessionCount,2226.947,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2226.947,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2256.920,R,lastActivity,,,,
accounts,FetchBattleCount,2256.931,R,banned,,,,
