Table Name,Function Name,Time,R/W,data1,data2,data3,data4,data5
sessionSaveData,ReadSessionSaveData,1258.900,R,data,,,,
accounts,UpdateAccountLastActivity,1258.902,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,1258.913,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,1258.913,W,lastActivity,,,,
accountStats,UpdateAccountStats,1258.915,W,stats,,,,
systemSaveData,StoreSystemSaveData,1258.928,W,uuid,data,timeStamp,,
sessions,FetchUUIDFromToken,1260.957,R,uuid,,,,
Info,,1260.957,,,,,,
accounts,FetchUsernameFromUUID,1260.957,R,userName,,,,
accounts,FetchDiscordIdByUsername,1260.958,R,discordId,,,,
accounts,FetchGoogleIdByUsername,1260.959,R,googleId,,,,
sessionSaveData,GetLatestSessionSaveDataSlot,1260.960,R,slot,,,,
sessions,FetchUUIDFromToken,1261.144,R,uuid,,,,
activeClientSessions,IsActiveSession,1261.145,R,id,,,,
get system,,1261.145,,,,,,
systemSaveData,ReadSystemSaveData,1261.145,R,data,,,,
sessions,FetchUUIDFromToken,1261.421,R,uuid,,,,
activeClientSessions,UpdateActiveSession,1261.422,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,1261.423,R,data,,,,
sessions,FetchUUIDFromToken,1277.229,R,uuid,,,,
activeClientSessions,UpdateActiveSession,1277.230,W,uuid,clientSessionId,,,
sessions,FetchUUIDFromToken,1277.230,R,uuid,,,,
activeClientSessions,UpdateActiveSession,1277.230,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,1277.231,R,data,,,,
sessionSaveData,ReadSessionSaveData,1277.231,R,data,,,,
sessions,FetchUUIDFromToken,1277.231,R,uuid,,,,
sessions,FetchUUIDFromToken,1277.232,R,uuid,,,,
activeClientSessions,UpdateActiveSession,1277.232,W,uuid,clientSessionId,,,
activeClientSessions,UpdateActiveSession,1277.232,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,1277.233,R,data,,,,
sessionSaveData,ReadSessionSaveData,1277.233,R,data,,,,
sessions,FetchUUIDFromToken,1281.251,R,uuid,,,,
updateAll,,1281.251,,,,,,
activeClientSessions,IsActiveSession,1281.260,R,id,,,,
accounts,FetchTrainerIds,1281.261,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,1281.261,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,1281.262,R,data,,,,
accounts,UpdateAccountLastActivity,1281.264,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,1281.268,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,1281.269,W,lastActivity,,,,
accountStats,UpdateAccountStats,1281.271,W,stats,,,,
systemSaveData,StoreSystemSaveData,1281.280,W,uuid,data,timeStamp,,
