Table Name,Function Name,Time,R/W,data1,data2,data3,data4,data5
accountStats,FetchClassicSessionCount,43.004,R,classicSessionPlayedCount,,,,
sessions,FetchUUIDFromToken,64.651,R,uuid,,,,
activeClientSessions,IsActiveSession,64.651,R,id,,,,
accounts,FetchPlayerCount,72.986,R,lastActivity,,,,
accounts,FetchBattleCount,72.995,R,banned,,,,
accountStats,FetchBattleCount,72.995,R,battleCount,,,,
accounts,FetchClassicSessionCount,73.004,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,73.004,R,classicSessionPlayedCount,,,,
sessions,FetchUUIDFromToken,82.342,R,uuid,,,,
activeClientSessions,IsActiveSession,82.342,R,id,,,,
sessions,FetchUUIDFromToken,101.700,R,uuid,,,,
activeClientSessions,IsActiveSession,101.700,R,id,,,,
accounts,FetchPlayerCount,102.983,R,lastActivity,,,,
accounts,FetchBattleCount,102.993,R,banned,,,,
accountStats,FetchBattleCount,102.993,R,battleCount,,,,
accounts,FetchClassicSessionCount,103.003,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,103.003,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,132.983,R,lastActivity,,,,
accounts,FetchBattleCount,132.992,R,banned,,,,
accountStats,FetchBattleCount,132.992,R,battleCount,,,,
accounts,FetchClassicSessionCount,133.001,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,133.001,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,162.983,R,lastActivity,,,,
accounts,FetchBattleCount,162.992,R,banned,,,,
accountStats,FetchBattleCount,162.992,R,battleCount,,,,
accounts,FetchClassicSessionCount,163.001,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,163.001,R,classicSessionPlayedCount,,,,
sessions,FetchUUIDFromToken,180.615,R,uuid,,,,
activeClientSessions,IsActiveSession,180.616,R,id,,,,
accounts,FetchPlayerCount,192.984,R,lastActivity,,,,
accounts,FetchBattleCount,192.993,R,banned,,,,
accountStats,FetchBattleCount,192.994,R,battleCount,,,,
accounts,FetchClassicSessionCount,193.003,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,193.003,R,classicSessionPlayedCount,,,,
sessions,FetchUUIDFromToken,211.510,R,uuid,,,,
activeClientSessions,IsActiveSession,211.559,R,id,,,,
accounts,FetchTrainerIds,211.560,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,211.560,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,211.561,R,data,,,,
accounts,UpdateAccountLastActivity,211.563,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,211.570,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,211.571,W,lastActivity,,,,
accountStats,UpdateAccountStats,211.572,W,stats,,,,
systemSaveData,StoreSystemSaveData,211.583,W,uuid,data,timeStamp,,
sessions,FetchUUIDFromToken,219.422,R,uuid,,,,
activeClientSessions,IsActiveSession,219.460,R,id,,,,
accounts,FetchTrainerIds,219.461,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,219.461,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,219.462,R,data,,,,
accounts,UpdateAccountLastActivity,219.464,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,219.468,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,219.469,W,lastActivity,,,,
accountStats,UpdateAccountStats,219.469,W,stats,,,,
systemSaveData,StoreSystemSaveData,219.483,W,uuid,data,timeStamp,,
sessions,FetchUUIDFromToken,221.303,R,uuid,,,,
accounts,FetchUsernameFromUUID,221.304,R,userName,,,,
accounts,FetchDiscordIdByUsername,221.304,R,discordId,,,,
accounts,FetchGoogleIdByUsername,221.305,R,googleId,,,,
sessionSaveData,GetLatestSessionSaveDataSlot,221.305,R,slot,,,,
sessions,FetchUUIDFromToken,221.678,R,uuid,,,,
activeClientSessions,IsActiveSession,221.679,R,id,,,,
systemSaveData,ReadSystemSaveData,221.679,R,data,,,,
accounts,FetchPlayerCount,222.982,R,lastActivity,,,,
accounts,FetchBattleCount,222.991,R,banned,,,,
accountStats,FetchBattleCount,222.991,R,battleCount,,,,
accounts,FetchClassicSessionCount,223.001,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,223.001,R,classicSessionPlayedCount,,,,
sessions,FetchUUIDFromToken,224.935,R,uuid,,,,
activeClientSessions,UpdateActiveSession,224.936,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,224.937,R,data,,,,
sessions,RemoveSessionFromToken,227.009,W,token,,,,
