Table Name,Function Name,Time,R/W,data1,data2,data3,data4,data5
sessions,FetchUUIDFromToken,27.857,R,uuid,,,,
activeClientSessions,UpdateActiveSession,27.857,W,uuid,clientSessionId,,,
sessionSaveData,DeleteSessionSaveData,27.859,W,sessionSaveData,,,,
sessions,FetchUUIDFromToken,28.344,R,uuid,,,,
activeClientSessions,IsActiveSession,28.919,R,id,,,,
accounts,FetchTrainerIds,28.919,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,28.920,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,28.920,R,data,,,,
accounts,UpdateAccountLastActivity,28.922,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,28.927,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,28.928,W,lastActivity,,,,
accountStats,UpdateAccountStats,28.929,W,stats,,,,
systemSaveData,StoreSystemSaveData,28.934,W,uuid,data,timeStamp,,
accounts,FetchPlayerCount,46.408,R,lastActivity,,,,
accounts,FetchBattleCount,46.417,R,banned,,,,
accountStats,FetchBattleCount,46.417,R,battleCount,,,,
accounts,FetchClassicSessionCount,46.426,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,46.427,R,classicSessionPlayedCount,,,,
sessions,FetchUUIDFromToken,56.845,R,uuid,,,,
activeClientSessions,IsActiveSession,56.846,R,id,,,,
accounts,FetchPlayerCount,76.407,R,lastActivity,,,,
accounts,FetchBattleCount,76.416,R,banned,,,,
accountStats,FetchBattleCount,76.416,R,battleCount,,,,
accounts,FetchClassicSessionCount,76.425,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,76.426,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,106.406,R,lastActivity,,,,
accounts,FetchBattleCount,106.416,R,banned,,,,
accountStats,FetchBattleCount,106.416,R,battleCount,,,,
accounts,FetchClassicSessionCount,106.425,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,106.425,R,classicSessionPlayedCount,,,,
sessions,FetchUUIDFromToken,118.736,R,uuid,,,,
activeClientSessions,IsActiveSession,118.737,R,id,,,,
accounts,FetchPlayerCount,136.406,R,lastActivity,,,,
accounts,FetchBattleCount,136.415,R,banned,,,,
accountStats,FetchBattleCount,136.416,R,battleCount,,,,
accounts,FetchClassicSessionCount,136.425,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,136.425,R,classicSessionPlayedCount,,,,
sessions,FetchUUIDFromToken,156.305,R,uuid,,,,
activeClientSessions,IsActiveSession,156.306,R,id,,,,
accounts,FetchPlayerCount,166.409,R,lastActivity,,,,
accounts,FetchBattleCount,166.418,R,banned,,,,
accountStats,FetchBattleCount,166.418,R,battleCount,,,,
accounts,FetchClassicSessionCount,166.428,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,166.428,R,classicSessionPlayedCount,,,,
sessions,FetchUUIDFromToken,172.216,R,uuid,,,,
activeClientSessions,IsActiveSession,172.217,R,id,,,,
accounts,FetchPlayerCount,196.407,R,lastActivity,,,,
accounts,FetchBattleCount,196.417,R,banned,,,,
accountStats,FetchBattleCount,196.417,R,battleCount,,,,
accounts,FetchClassicSessionCount,196.426,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,196.426,R,classicSessionPlayedCount,,,,
sessions,FetchUUIDFromToken,204.006,R,uuid,,,,
activeClientSessions,IsActiveSession,204.078,R,id,,,,
accounts,FetchTrainerIds,204.079,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,204.079,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,204.080,R,data,,,,
accounts,UpdateAccountLastActivity,204.082,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,204.090,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,204.091,W,lastActivity,,,,
accountStats,UpdateAccountStats,204.092,W,stats,,,,
systemSaveData,StoreSystemSaveData,204.104,W,uuid,data,timeStamp,,
sessions,FetchUUIDFromToken,211.813,R,uuid,,,,
activeClientSessions,IsActiveSession,211.861,R,id,,,,
accounts,FetchTrainerIds,211.861,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,211.862,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,211.862,R,data,,,,
accounts,UpdateAccountLastActivity,211.865,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,211.868,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,211.869,W,lastActivity,,,,
accountStats,UpdateAccountStats,211.870,W,stats,,,,
systemSaveData,StoreSystemSaveData,211.881,W,uuid,data,timeStamp,,
sessions,FetchUUIDFromToken,213.826,R,uuid,,,,
accounts,FetchUsernameFromUUID,213.827,R,userName,,,,
accounts,FetchDiscordIdByUsername,213.827,R,discordId,,,,
accounts,FetchGoogleIdByUsername,213.827,R,googleId,,,,
sessionSaveData,GetLatestSessionSaveDataSlot,213.828,R,slot,,,,
sessions,FetchUUIDFromToken,214.187,R,uuid,,,,
activeClientSessions,IsActiveSession,214.187,R,id,,,,
systemSaveData,ReadSystemSaveData,214.188,R,data,,,,
sessions,FetchUUIDFromToken,215.182,R,uuid,,,,
activeClientSessions,UpdateActiveSession,215.183,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,215.184,R,data,,,,
sessions,RemoveSessionFromToken,217.139,W,token,,,,
