Table Name,Function Name,Time,R/W,data1,data2,data3,data4,data5
accounts,FetchDiscordIdByUsername,22.308,R,discordId,,,,
accounts,FetchGoogleIdByUsername,22.308,R,googleId,,,,
sessionSaveData,GetLatestSessionSaveDataSlot,22.309,R,slot,,,,
sessions,FetchUUIDFromToken,22.672,R,uuid,,,,
activeClientSessions,UpdateActiveSession,22.672,W,uuid,clientSessionId,,,
sessionSaveData,DeleteSessionSaveData,22.674,W,sessionSaveData,,,,
sessions,FetchUUIDFromToken,23.169,R,uuid,,,,
activeClientSessions,IsActiveSession,23.712,R,id,,,,
accounts,FetchTrainerIds,23.712,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,23.713,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,23.714,R,data,,,,
accounts,UpdateAccountLastActivity,23.715,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,23.720,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,23.721,W,lastActivity,,,,
accountStats,UpdateAccountStats,23.722,W,stats,,,,
systemSaveData,StoreSystemSaveData,23.727,W,uuid,data,timeStamp,,
accounts,FetchPlayerCount,48.496,R,lastActivity,,,,
accounts,FetchBattleCount,48.505,R,banned,,,,
accountStats,FetchBattleCount,48.505,R,battleCount,,,,
accounts,FetchClassicSessionCount,48.514,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,48.514,R,classicSessionPlayedCount,,,,
sessions,FetchUUIDFromToken,51.268,R,uuid,,,,
activeClientSessions,IsActiveSession,51.269,R,id,,,,
sessions,FetchUUIDFromToken,72.668,R,uuid,,,,
activeClientSessions,IsActiveSession,72.669,R,id,,,,
accounts,FetchPlayerCount,78.496,R,lastActivity,,,,
accounts,FetchBattleCount,78.505,R,banned,,,,
accountStats,FetchBattleCount,78.505,R,battleCount,,,,
accounts,FetchClassicSessionCount,78.514,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,78.514,R,classicSessionPlayedCount,,,,
sessions,FetchUUIDFromToken,89.550,R,uuid,,,,
activeClientSessions,IsActiveSession,89.551,R,id,,,,
accounts,FetchPlayerCount,108.496,R,lastActivity,,,,
accounts,FetchBattleCount,108.505,R,banned,,,,
accountStats,FetchBattleCount,108.505,R,battleCount,,,,
accounts,FetchClassicSessionCount,108.514,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,108.514,R,classicSessionPlayedCount,,,,
sessions,FetchUUIDFromToken,109.070,R,uuid,,,,
activeClientSessions,IsActiveSession,109.071,R,id,,,,
accounts,FetchPlayerCount,138.495,R,lastActivity,,,,
accounts,FetchBattleCount,138.504,R,banned,,,,
accountStats,FetchBattleCount,138.504,R,battleCount,,,,
accounts,FetchClassicSessionCount,138.513,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,138.513,R,classicSessionPlayedCount,,,,
sessions,FetchUUIDFromToken,151.667,R,uuid,,,,
activeClientSessions,IsActiveSession,152.045,R,id,,,,
accounts,FetchTrainerIds,152.046,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,152.047,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,152.047,R,data,,,,
accounts,UpdateAccountLastActivity,152.050,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,152.059,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,152.059,W,lastActivity,,,,
accountStats,UpdateAccountStats,152.061,W,stats,,,,
systemSaveData,StoreSystemSaveData,152.072,W,uuid,data,timeStamp,,
sessions,FetchUUIDFromToken,161.283,R,uuid,,,,
activeClientSessions,IsActiveSession,161.336,R,id,,,,
accounts,FetchTrainerIds,161.337,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,161.338,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,161.338,R,data,,,,
accounts,UpdateAccountLastActivity,161.340,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,161.344,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,161.345,W,lastActivity,,,,
accountStats,UpdateAccountStats,161.346,W,stats,,,,
systemSaveData,StoreSystemSaveData,161.357,W,uuid,data,timeStamp,,
sessions,FetchUUIDFromToken,163.258,R,uuid,,,,
accounts,FetchUsernameFromUUID,163.258,R,userName,,,,
accounts,FetchDiscordIdByUsername,163.259,R,discordId,,,,
accounts,FetchGoogleIdByUsername,163.259,R,googleId,,,,
sessionSaveData,GetLatestSessionSaveDataSlot,163.260,R,slot,,,,
sessions,FetchUUIDFromToken,163.670,R,uuid,,,,
activeClientSessions,IsActiveSession,163.671,R,id,,,,
systemSaveData,ReadSystemSaveData,163.672,R,data,,,,
sessions,FetchUUIDFromToken,164.677,R,uuid,,,,
activeClientSessions,UpdateActiveSession,164.678,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,164.678,R,data,,,,
sessions,RemoveSessionFromToken,167.603,W,token,,,,
