Table Name,Function Name,Time,R/W,data1,data2,data3,data4,data5
accountStats,FetchBattleCount,134.498,R,battleCount,,,,
accounts,FetchClassicSessionCount,134.507,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,134.507,R,classicSessionPlayedCount,,,,
sessions,FetchUUIDFromToken,153.545,R,uuid,,,,
accounts,FetchPlayerCount,164.485,R,lastActivity,,,,
accounts,FetchBattleCount,164.495,R,banned,,,,
accountStats,FetchBattleCount,164.495,R,battleCount,,,,
accounts,FetchClassicSessionCount,164.504,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,164.504,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,194.487,R,lastActivity,,,,
accounts,FetchBattleCount,194.496,R,banned,,,,
accountStats,FetchBattleCount,194.496,R,battleCount,,,,
accounts,FetchClassicSessionCount,194.505,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,194.505,R,classicSessionPlayedCount,,,,
sessions,FetchUUIDFromToken,194.884,R,uuid,,,,
accounts,FetchTrainerIds,195.255,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,195.256,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,195.256,R,data,,,,
accounts,UpdateAccountLastActivity,195.259,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,195.268,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,195.268,W,lastActivity,,,,
accountStats,UpdateAccountStats,195.270,W,stats,,,,
systemSaveData,StoreSystemSaveData,195.281,W,uuid,data,timeStamp,,
sessions,FetchUUIDFromToken,206.488,R,uuid,,,,
accounts,FetchTrainerIds,206.702,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,206.703,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,206.703,R,data,,,,
accounts,UpdateAccountLastActivity,206.706,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,206.709,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,206.710,W,lastActivity,,,,
accountStats,UpdateAccountStats,206.710,W,stats,,,,
systemSaveData,StoreSystemSaveData,206.724,W,uuid,data,timeStamp,,
sessions,FetchUUIDFromToken,208.554,R,uuid,,,,
accounts,FetchUsernameFromUUID,208.555,R,userName,,,,
accounts,FetchDiscordIdByUsername,208.555,R,discordId,,,,
accounts,FetchGoogleIdByUsername,208.556,R,googleId,,,,
sessionSaveData,GetLatestSessionSaveDataSlot,208.556,R,slot,,,,
sessions,FetchUUIDFromToken,208.917,R,uuid,,,,
systemSaveData,ReadSystemSaveData,208.918,R,data,,,,
sessions,FetchUUIDFromToken,210.278,R,uuid,,,,
activeClientSessions,UpdateActiveSession,210.278,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,210.279,R,data,,,,
sessions,RemoveSessionFromToken,212.947,W,token,,,,
