login start!,,0.003,,,,,,
login,,0.003,,,,,,
sessions,FetchUUIDFromToken,0.192,R,uuid,,,,
Info,,0.193,,,,,,
accounts,FetchUsernameFromUUID,0.193,R,userName,,,,
accounts,FetchDiscordIdByUsername,0.194,R,discordId,,,,
accounts,FetchGoogleIdByUsername,0.195,R,googleId,,,,
sessionSaveData,GetLatestSessionSaveDataSlot,0.195,R,slot,,,,
sessions,FetchUUIDFromToken,0.393,R,uuid,,,,
activeClientSessions,IsActiveSession,0.394,R,id,,,,
get system,,0.394,,,,,,
activeClientSessions,UpdateActiveSession,0.396,W,uuid,clientSessionId,,,
systemSaveData,ReadSystemSaveData,0.396,R,data,,,,
sessions,FetchUUIDFromToken,25.912,R,uuid,,,,
sessions,FetchUUIDFromToken,25.913,R,uuid,,,,
activeClientSessions,UpdateActiveSession,25.913,W,uuid,clientSessionId,,,
activeClientSessions,UpdateActiveSession,25.914,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,25.915,R,data,,,,
sessionSaveData,ReadSessionSaveData,25.916,R,data,,,,
sessions,FetchUUIDFromToken,25.917,R,uuid,,,,
activeClientSessions,UpdateActiveSession,25.918,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,25.919,R,data,,,,
sessions,FetchUUIDFromToken,25.925,R,uuid,,,,
activeClientSessions,UpdateActiveSession,25.926,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,25.927,R,data,,,,
sessions,FetchUUIDFromToken,25.931,R,uuid,,,,
activeClientSessions,UpdateActiveSession,25.932,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,25.932,R,data,,,,
sessions,FetchUUIDFromToken,27.412,R,uuid,,,,
updateAll,,27.412,,,,,,
activeClientSessions,IsActiveSession,27.997,R,id,,,,
accounts,FetchTrainerIds,27.998,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,27.999,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,28.000,R,data,,,,
accounts,UpdateAccountLastActivity,28.001,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,28.029,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,28.030,W,lastActivity,,,,
accountStats,UpdateAccountStats,28.032,W,stats,,,,
systemSaveData,StoreSystemSaveData,28.109,W,uuid,data,timeStamp,,
sessions,FetchUUIDFromToken,39.155,R,uuid,,,,
activeClientSessions,IsActiveSession,39.155,R,id,,,,
verify system,,39.155,,,,,,
sessions,FetchUUIDFromToken,53.184,R,uuid,,,,
activeClientSessions,IsActiveSession,53.185,R,id,,,,
verify system,,53.185,,,,,,
sessions,FetchUUIDFromToken,78.535,R,uuid,,,,
activeClientSessions,IsActiveSession,78.536,R,id,,,,
verify system,,78.536,,,,,,
sessions,FetchUUIDFromToken,97.109,R,uuid,,,,
activeClientSessions,IsActiveSession,97.110,R,id,,,,
verify system,,97.110,,,,,,
sessions,FetchUUIDFromToken,272.338,R,uuid,,,,
updateAll,,272.338,,,,,,
activeClientSessions,IsActiveSession,272.897,R,id,,,,
accounts,FetchTrainerIds,272.898,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,272.898,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,272.899,R,data,,,,
accounts,UpdateAccountLastActivity,272.902,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,272.917,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,272.918,W,lastActivity,,,,
accountStats,UpdateAccountStats,272.922,W,stats,,,,
systemSaveData,StoreSystemSaveData,272.946,W,uuid,data,timeStamp,,
sessions,FetchUUIDFromToken,321.630,R,uuid,,,,
activeClientSessions,IsActiveSession,321.631,R,id,,,,
verify system,,321.631,,,,,,
sessions,FetchUUIDFromToken,355.613,R,uuid,,,,
activeClientSessions,IsActiveSession,355.614,R,id,,,,
verify system,,355.614,,,,,,
sessions,FetchUUIDFromToken,407.056,R,uuid,,,,
activeClientSessions,IsActiveSession,407.057,R,id,,,,
verify system,,407.057,,,,,,
sessions,FetchUUIDFromToken,424.027,R,uuid,,,,
activeClientSessions,IsActiveSession,424.028,R,id,,,,
verify system,,424.028,,,,,,
sessions,FetchUUIDFromToken,438.709,R,uuid,,,,
updateAll,,438.710,,,,,,
activeClientSessions,IsActiveSession,439.286,R,id,,,,
accounts,FetchTrainerIds,439.287,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,439.288,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,439.288,R,data,,,,
accounts,UpdateAccountLastActivity,439.292,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,439.307,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,439.308,W,lastActivity,,,,
accountStats,UpdateAccountStats,439.310,W,stats,,,,
systemSaveData,StoreSystemSaveData,439.329,W,uuid,data,timeStamp,,
sessions,FetchUUIDFromToken,467.487,R,uuid,,,,
activeClientSessions,IsActiveSession,467.488,R,id,,,,
verify system,,467.488,,,,,,
sessions,FetchUUIDFromToken,482.492,R,uuid,,,,
activeClientSessions,IsActiveSession,482.493,R,id,,,,
verify system,,482.493,,,,,,
sessions,FetchUUIDFromToken,511.092,R,uuid,,,,
activeClientSessions,IsActiveSession,511.093,R,id,,,,
verify system,,511.093,,,,,,
sessions,FetchUUIDFromToken,571.858,R,uuid,,,,
activeClientSessions,IsActiveSession,571.859,R,id,,,,
verify system,,571.859,,,,,,
sessions,FetchUUIDFromToken,620.919,R,uuid,,,,
Info,,620.919,,,,,,
accounts,FetchUsernameFromUUID,620.920,R,userName,,,,
accounts,FetchDiscordIdByUsername,620.921,R,discordId,,,,
accounts,FetchGoogleIdByUsername,620.922,R,googleId,,,,
sessionSaveData,GetLatestSessionSaveDataSlot,620.923,R,slot,,,,
sessions,FetchUUIDFromToken,621.112,R,uuid,,,,
activeClientSessions,IsActiveSession,621.113,R,id,,,,
get system,,621.113,,,,,,
activeClientSessions,UpdateActiveSession,621.115,W,uuid,clientSessionId,,,
systemSaveData,ReadSystemSaveData,621.116,R,data,,,,
sessions,FetchUUIDFromToken,629.001,R,uuid,,,,
Info,,629.001,,,,,,
accounts,FetchUsernameFromUUID,629.002,R,userName,,,,
accounts,FetchDiscordIdByUsername,629.003,R,discordId,,,,
accounts,FetchGoogleIdByUsername,629.004,R,googleId,,,,
sessionSaveData,GetLatestSessionSaveDataSlot,629.005,R,slot,,,,
sessions,FetchUUIDFromToken,629.193,R,uuid,,,,
activeClientSessions,IsActiveSession,629.194,R,id,,,,
get system,,629.194,,,,,,
activeClientSessions,UpdateActiveSession,629.196,W,uuid,clientSessionId,,,
systemSaveData,ReadSystemSaveData,629.197,R,data,,,,
sessions,FetchUUIDFromToken,718.188,R,uuid,,,,
updateAll,,718.188,,,,,,
activeClientSessions,IsActiveSession,718.216,R,id,,,,
accounts,FetchTrainerIds,718.217,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,718.217,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,718.218,R,data,,,,
accounts,UpdateAccountLastActivity,718.221,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,718.235,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,718.236,W,lastActivity,,,,
accountStats,UpdateAccountStats,718.239,W,stats,,,,
systemSaveData,StoreSystemSaveData,718.257,W,uuid,data,timeStamp,,
sessions,FetchUUIDFromToken,783.280,R,uuid,,,,
activeClientSessions,IsActiveSession,783.281,R,id,,,,
verify system,,783.281,,,,,,
sessions,FetchUUIDFromToken,848.218,R,uuid,,,,
activeClientSessions,IsActiveSession,848.219,R,id,,,,
verify system,,848.219,,,,,,
sessions,FetchUUIDFromToken,868.813,R,uuid,,,,
activeClientSessions,IsActiveSession,868.813,R,id,,,,
verify system,,868.814,,,,,,
sessions,FetchUUIDFromToken,888.944,R,uuid,,,,
activeClientSessions,IsActiveSession,888.945,R,id,,,,
verify system,,888.945,,,,,,
sessions,FetchUUIDFromToken,941.590,R,uuid,,,,
activeClientSessions,UpdateActiveSession,941.591,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,941.592,R,data,,,,
newclear session,,941.594,,,,,,
sessions,FetchUUIDFromToken,943.042,R,uuid,,,,
updateAll,,943.042,,,,,,
activeClientSessions,IsActiveSession,943.474,R,id,,,,
accounts,FetchTrainerIds,943.475,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,943.476,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,943.477,R,data,,,,
accounts,UpdateAccountLastActivity,943.480,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,943.496,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,943.497,W,lastActivity,,,,
accountStats,UpdateAccountStats,943.499,W,stats,,,,
systemSaveData,StoreSystemSaveData,943.526,W,uuid,data,timeStamp,,
sessions,FetchUUIDFromToken,943.715,R,uuid,,,,
activeClientSessions,UpdateActiveSession,943.716,W,uuid,clientSessionId,,,
clear session,,943.716,,,,,,
accounts,UpdateAccountLastActivity,943.718,W,lastActivity,,,,
sessionSaveData,DeleteSessionSaveData,943.719,W,sessionSaveData,,,,
sessions,FetchUUIDFromToken,943.915,R,uuid,,,,
Info,,943.915,,,,,,
accounts,FetchUsernameFromUUID,943.916,R,userName,,,,
accounts,FetchDiscordIdByUsername,943.917,R,discordId,,,,
accounts,FetchGoogleIdByUsername,943.918,R,googleId,,,,
sessionSaveData,GetLatestSessionSaveDataSlot,943.919,R,slot,,,,
sessions,FetchUUIDFromToken,1169.130,R,uuid,,,,
activeClientSessions,UpdateActiveSession,1169.131,W,uuid,clientSessionId,,,
sessions,FetchUUIDFromToken,1169.133,R,uuid,,,,
sessionSaveData,ReadSessionSaveData,1169.133,R,data,,,,
activeClientSessions,UpdateActiveSession,1169.134,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,1169.134,R,data,,,,
sessions,FetchUUIDFromToken,1169.137,R,uuid,,,,
sessions,FetchUUIDFromToken,1169.138,R,uuid,,,,
activeClientSessions,UpdateActiveSession,1169.139,W,uuid,clientSessionId,,,
sessions,FetchUUIDFromToken,1169.139,R,uuid,,,,
activeClientSessions,UpdateActiveSession,1169.139,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,1169.140,R,data,,,,
sessionSaveData,ReadSessionSaveData,1169.140,R,data,,,,
