login start!,,0.000,,,,,,
login,,0.000,,,,,,
sessions,FetchUUIDFromToken,0.200,R,uuid,,,,
Info,,0.200,,,,,,
accounts,FetchUsernameFromUUID,0.201,R,userName,,,,
accounts,FetchDiscordIdByUsername,0.203,R,discordId,,,,
accounts,FetchGoogleIdByUsername,0.204,R,googleId,,,,
sessionSaveData,GetLatestSessionSaveDataSlot,0.205,R,slot,,,,
sessions,FetchUUIDFromToken,0.393,R,uuid,,,,
activeClientSessions,IsActiveSession,0.394,R,id,,,,
get system,,0.394,,,,,,
activeClientSessions,UpdateActiveSession,0.395,W,uuid,clientSessionId,,,
systemSaveData,ReadSystemSaveData,0.396,R,data,,,,
sessions,FetchUUIDFromToken,26.605,R,uuid,,,,
sessions,FetchUUIDFromToken,26.605,R,uuid,,,,
activeClientSessions,UpdateActiveSession,26.606,W,uuid,clientSessionId,,,
activeClientSessions,UpdateActiveSession,26.606,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,26.607,R,data,,,,
sessionSaveData,ReadSessionSaveData,26.607,R,data,,,,
sessions,FetchUUIDFromToken,26.608,R,uuid,,,,
sessions,FetchUUIDFromToken,26.608,R,uuid,,,,
activeClientSessions,UpdateActiveSession,26.609,W,uuid,clientSessionId,,,
activeClientSessions,UpdateActiveSession,26.609,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,26.609,R,data,,,,
sessionSaveData,ReadSessionSaveData,26.610,R,data,,,,
sessions,FetchUUIDFromToken,26.788,R,uuid,,,,
activeClientSessions,UpdateActiveSession,26.789,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,26.790,R,data,,,,
sessions,FetchUUIDFromToken,29.618,R,uuid,,,,
updateAll,,29.618,,,,,,
activeClientSessions,IsActiveSession,30.198,R,id,,,,
accounts,FetchTrainerIds,30.198,R,trainerID,secretID,,,
accounts,UpdateTrainerIds,30.200,W,trainerID,secretID,,,
accountStats,RetrievePlaytime,30.201,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,30.202,R,data,,,,
accounts,UpdateAccountLastActivity,30.205,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,30.218,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,30.219,W,lastActivity,,,,
accountStats,UpdateAccountStats,30.221,W,stats,,,,
systemSaveData,StoreSystemSaveData,30.269,W,uuid,data,timeStamp,,
sessions,FetchUUIDFromToken,121.350,R,uuid,,,,
activeClientSessions,IsActiveSession,121.351,R,id,,,,
verify system,,121.351,,,,,,
sessions,FetchUUIDFromToken,136.799,R,uuid,,,,
activeClientSessions,IsActiveSession,136.800,R,id,,,,
verify system,,136.800,,,,,,
sessions,FetchUUIDFromToken,152.908,R,uuid,,,,
activeClientSessions,IsActiveSession,152.909,R,id,,,,
verify system,,152.909,,,,,,
sessions,FetchUUIDFromToken,189.855,R,uuid,,,,
activeClientSessions,IsActiveSession,189.856,R,id,,,,
verify system,,189.856,,,,,,
sessions,FetchUUIDFromToken,210.552,R,uuid,,,,
updateAll,,210.552,,,,,,
activeClientSessions,IsActiveSession,211.128,R,id,,,,
accounts,FetchTrainerIds,211.129,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,211.129,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,211.130,R,data,,,,
accounts,UpdateAccountLastActivity,211.133,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,211.147,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,211.148,W,lastActivity,,,,
accountStats,UpdateAccountStats,211.150,W,stats,,,,
systemSaveData,StoreSystemSaveData,211.168,W,uuid,data,timeStamp,,
sessions,FetchUUIDFromToken,231.374,R,uuid,,,,
activeClientSessions,IsActiveSession,231.375,R,id,,,,
verify system,,231.375,,,,,,
sessions,FetchUUIDFromToken,255.873,R,uuid,,,,
activeClientSessions,IsActiveSession,255.873,R,id,,,,
verify system,,255.873,,,,,,
sessions,FetchUUIDFromToken,306.554,R,uuid,,,,
activeClientSessions,IsActiveSession,306.555,R,id,,,,
verify system,,306.555,,,,,,
sessions,FetchUUIDFromToken,328.884,R,uuid,,,,
activeClientSessions,IsActiveSession,328.885,R,id,,,,
verify system,,328.885,,,,,,
sessions,FetchUUIDFromToken,366.019,R,uuid,,,,
updateAll,,366.019,,,,,,
activeClientSessions,IsActiveSession,366.625,R,id,,,,
accounts,FetchTrainerIds,366.626,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,366.626,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,366.627,R,data,,,,
accounts,UpdateAccountLastActivity,366.630,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,366.646,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,366.647,W,lastActivity,,,,
accountStats,UpdateAccountStats,366.649,W,stats,,,,
systemSaveData,StoreSystemSaveData,366.678,W,uuid,data,timeStamp,,
sessions,FetchUUIDFromToken,428.854,R,uuid,,,,
activeClientSessions,IsActiveSession,428.855,R,id,,,,
verify system,,428.855,,,,,,
